epoch,learning_rate_feature,learning_rate_classifier,learning_rate_discriminator,epoch_time,accuracy,precision,recall,f1,auc,sensitivity,specificity,precision_neutrino,precision_muon,true_positives,true_negatives,false_positives,false_negatives,total_neutrinos,total_muons,loss,positive_class_ratio,class_balance,classification_loss,domain_loss,total_loss,domain_accuracy,lambda_factor,domain_utilization,source_muons_avg,target_events_avg,domain_batch_size_avg,domain_auc,domain_auc_8hits,domain_auc_16hits,cls_auc_8hits,cls_events_8hits,cls_auc_16hits,cls_events_16hits,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_sensitivity,val_specificity,val_precision_neutrino,val_precision_muon,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_total_neutrinos,val_total_muons,val_loss,val_positive_class_ratio,val_class_balance,val_domain_loss,val_domain_accuracy,val_domain_auc,val_val_cls_auc_8hits,val_val_cls_events_8hits,val_val_cls_auc_16hits,val_val_cls_events_16hits
0,0.0009997535269026829,0.0009997535269026829,0.0009997535269026829,428.65717911720276,0.6729372549019608,0.7041211857381687,0.5963522974642584,0.6457713936222627,0.7468142527996748,0.5963522974642584,0.7494951871238409,0.7041211857381687,0.6500389367049005,152043,191155,63890,102912,254955,255045,0.5766701723412502,0.49991176470588233,0.9996471210962772,0.5766701723412502,0.7039225574960202,1.2805927298372703,0.5239307310361202,0.002496973339253117,0.9829226231263904,255.8124373119358,255.76730190571715,251.3259779338014,0.533755581335232,0.5209572583841842,0.5271223479764641,0.9230222447664878,114655,0.9695607814271376,37841,0.7708888888888888,0.8575192482215521,0.6502830502830503,0.7396596131508509,0.8700863355184343,0.6502830502830503,0.8917361806250695,0.8575192482215521,0.7178954531616554,29292,40088,4867,15753,45045,44955,0.44744560224088753,0.5005,0.9980019980019982,0.7051464261656458,0.45933476090431213,0.4160715453648028,0.9889882023045032,20281,0.9974774392439575,6728
1,0.0009990143508499217,0.0009990143508499217,0.0009990143508499217,430.51291513442993,0.7787549019607843,0.8067744219378681,0.7329842521229236,0.7681112063313954,0.8688985908961113,0.7329842521229236,0.8245094003019076,0.8067744219378681,0.7554389216996451,186878,210287,44758,68077,254955,255045,0.4420251914766153,0.49991176470588233,0.9996471210962772,0.4420251914766153,0.6745001312603085,1.1165253227369238,0.6170882562935771,0.0049933362284606325,0.9825277908738839,255.8124373119358,255.76730190571715,251.23671013039117,0.6555023325233911,0.629017737361226,0.6604810931268235,0.9881256430293885,114655,0.997678092295649,37841,0.8387,0.8535788742182071,0.8180486180486181,0.8354361503145723,0.9220148770766055,0.8180486180486181,0.8593927260593928,0.8535788742182071,0.8249839846252403,36849,38634,6321,8196,45045,44955,0.35475402596321975,0.5005,0.9980019980019982,0.7353965474123304,0.48600332862274215,0.4581106184917426,0.9952598430560269,20281,0.9989929414963588,6728
2,0.0009977832013192385,0.0009977832013192385,0.0009977832013192385,432.13831973075867,0.8236549019607843,0.8390360158609496,0.8008942754603754,0.8195215925509712,0.911200250737109,0.8008942754603754,0.8464074967162658,0.8390360158609496,0.8096161419168526,204192,215872,39173,50763,254955,255045,0.372679610220097,0.49991176470588233,0.9996471210962772,0.372679610220097,0.645335039678763,1.01801464989886,0.6493295606902035,0.00748347559359166,0.9824015687179345,255.8124373119358,255.76730190571715,251.18054162487462,0.7043240150255792,0.7168499379189955,0.7685151571800409,0.9933900968624723,114655,0.9984873125783121,37841,0.8704222222222222,0.8824203267120306,0.855033855033855,0.8685112524241194,0.9450210289716463,0.855033855033855,0.8858413969525081,0.8824203267120306,0.8591245442581925,38515,39823,5132,6530,45045,44955,0.30002483327619056,0.5005,0.9980019980019982,0.8123921406540003,0.3901328793303533,0.3340670241773599,0.996721300754574,20281,0.9990389173041734,6728
3,0.0009960612933065818,0.0009960612933065818,0.0009960612933065818,432.0010783672333,0.8477941176470588,0.8584422829698983,0.8328763899511679,0.8454661100460467,0.9305603841889241,0.8328763899511679,0.8627065811915544,0.8584422829698983,0.8377652891051561,212346,220029,35016,42609,254955,255045,0.3330690604274945,0.49991176470588233,0.9996471210962772,0.3330690604274945,0.6511332197796736,0.9842022802071682,0.6277169355059579,0.00996431684272372,0.9831895350831792,255.8124373119358,255.76730190571715,251.3801404212638,0.6827571772618473,0.7286501757696635,0.7575285563049899,0.9952746760358071,114655,0.9989942691354458,37841,0.891,0.8823159219634991,0.9026085026085026,0.8923468603911068,0.9608346652791098,0.9026085026085026,0.879368257146035,0.8823159219634991,0.9001115690247956,40658,39532,5423,4387,45045,44955,0.26735761998729274,0.5005,0.9980019980019982,0.7059300860220735,0.5115779252214865,0.5110369559499397,0.9980358858299834,20281,0.9995756079278644,6728
4,0.0009938503261272714,0.0009938503261272714,0.0009938503261272714,431.17280173301697,0.8613882352941177,0.8687103551775888,0.8514012276676276,0.8599687023354396,0.9401096381964171,0.8514012276676276,0.8713717187163049,0.8687103551775888,0.8543546371936569,217069,222239,32806,37886,254955,255045,0.3106050440217691,0.49991176470588233,0.9996471210962772,0.3106050440217691,0.6575042857688552,0.9681093297906243,0.6132701970748939,0.012432831422393532,0.9828546823192339,255.8124373119358,255.76730190571715,251.29588766298897,0.6679635891310352,0.7282877614061839,0.7700328450128224,0.9963480077233595,114655,0.9992208118141328,37841,0.9019666666666667,0.9112024339297067,0.890953490953491,0.9009642043349908,0.966368342664639,0.890953490953491,0.9130018907796685,0.9112024339297067,0.8931151536252068,40133,41044,3911,4912,45045,44955,0.2357066056945107,0.5005,0.9980019980019982,0.7958566167137839,0.3766082433814352,0.31684108777887243,0.998357705538104,20281,0.9996560770740096,6728
5,0.00099115248173898,0.00099115248173898,0.00099115248173898,431.23032784461975,0.8678509803921569,0.8742601956316124,0.8592339824674943,0.8666819642037632,0.9449520865902035,0.8592339824674943,0.8764649375600384,0.8742601956316124,0.8616605056528426,219066,223538,31507,35889,254955,255045,0.29864115168601124,0.49991176470588233,0.9996471210962772,0.29864115168601124,0.6752832979113312,0.9739244495973425,0.5917174798794232,0.014886051414244685,0.9830264166684236,255.8124373119358,255.76730190571715,251.34403209628886,0.634972298823836,0.702737477347616,0.7399697270921454,0.9966400874498128,114655,0.9992479987955077,37841,0.9062,0.9026644078238103,0.9108003108003108,0.9067141089108911,0.9687163462472105,0.9108003108003108,0.9015904793682571,0.9026644078238103,0.9098071786123145,41027,40531,4424,4018,45045,44955,0.22736460029740224,0.5005,0.9980019980019982,0.8316691842946139,0.45416636900468305,0.38589424912121906,0.9981169624726438,20281,0.9996502899093895,6728
6,0.0009879704225884043,0.0009879704225884043,0.0009879704225884043,434.02540469169617,0.8734764705882353,0.8784911870632289,0.8668000235335648,0.8726064475624707,0.9484960197493955,0.8668000235335648,0.8801505616655885,0.8784911870632289,0.8685951756320665,220995,224478,30567,33960,254955,255045,0.28915095510131256,0.49991176470588233,0.9996471210962772,0.28915095510131256,0.6798622922648637,0.9690132473661763,0.585177906716958,0.01732108350213841,0.9828911411098498,255.8124373119358,255.76730190571715,251.308926780341,0.6248287125743428,0.687600890451445,0.7216497163213974,0.9970179419092287,114655,0.9992920791945985,37841,0.8798444444444444,0.8330446965421962,0.9504051504051504,0.8878634534821022,0.9655422359126062,0.9504051504051504,0.8091424758091424,0.8330446965421962,0.9421378435079903,42811,36375,8580,2234,45045,44955,0.28790891416032205,0.5005,0.9980019980019982,1.0034277449277313,0.3880991619080305,0.3016938140224942,0.9980691457695197,20281,0.9997758621956687,6728
7,0.0009843072889837512,0.0009843072889837512,0.0009843072889837512,435.28883957862854,0.8767607843137255,0.8810614806615806,0.8710674432743033,0.8760359592756076,0.9508670141100453,0.8710674432743033,0.8824521162932032,0.8810614806615806,0.8725580277354548,222083,225065,29980,32872,254955,255045,0.28254651564473254,0.49991176470588233,0.9996471210962772,0.28254651564473254,0.6829902231992188,0.9655367388439513,0.5806353605140295,0.019735122173595677,0.9819273199532519,255.8124373119358,255.76730190571715,251.06619859578737,0.6185178226828411,0.6866538658023824,0.7012040461119096,0.9971337489272316,114655,0.9994427831275927,37841,0.9100777777777778,0.9159949565452334,0.9031635031635031,0.9095339764584893,0.9711912294628345,0.9031635031635031,0.9170058947836726,0.9159949565452334,0.9043127275918045,40683,41224,3731,4362,45045,44955,0.21852035185491497,0.5005,0.9980019980019982,0.823236380788413,0.3826312715695663,0.3203536197552327,0.9985348193943917,20281,0.9997810982017534,6728
8,0.000980166695995633,0.000980166695995633,0.000980166695995633,435.8145010471344,0.8799509803921569,0.8841227416207985,0.8744719656409955,0.8792708729765917,0.9529092868149374,0.8744719656409955,0.8854280617145994,0.8841227416207985,0.8758707355291124,222951,225824,29221,32004,254955,255045,0.27677340168830983,0.49991176470588233,0.9996471210962772,0.27677340168830983,0.6818602020546809,0.9586336037429907,0.5805285063646024,0.022125462032782206,0.9824888444081703,255.8124373119358,255.76730190571715,251.20461384152458,0.619047374802033,0.6817279361619023,0.6965349118038436,0.9973515151204705,114655,0.9993428044929854,37841,0.902,0.8731227983437365,0.9409257409257409,0.9057571483523529,0.9707837493022677,0.9409257409257409,0.8629963296629963,0.8731227983437365,0.9358130110717129,42384,38796,6159,2661,45045,44955,0.23348167005249046,0.5005,0.9980019980019982,0.9236935329708186,0.34789533574472775,0.28963532601493586,0.9987229837843368,20281,0.9998510034759731,6728
9,0.0009755527298894294,0.0009755527298894294,0.0009755527298894294,435.3367340564728,0.8821607843137255,0.8860802130349154,0.877037124198388,0.8815354774614238,0.9542824426131787,0.877037124198388,0.8872826363974985,0.8860802130349154,0.8783218900278288,223605,226297,28748,31350,254955,255045,0.2728483115239751,0.49991176470588233,0.9996471210962772,0.2728483115239751,0.6823559357983657,0.9552042473223408,0.5780928112200294,0.02448950911744803,0.9829965954577087,255.8124373119358,255.76730190571715,251.3360080240722,0.6150051052939229,0.6579260182338147,0.6814447255445564,0.9975278176387904,114655,0.9996075063014366,37841,0.9096111111111111,0.9008296772512054,0.9207681207681208,0.9106897801003436,0.9726054368029676,0.9207681207681208,0.8984317650984318,0.9008296772512054,0.9188088630055963,41476,40389,4566,3569,45045,44955,0.2153729350221428,0.5005,0.9980019980019982,0.854271322150122,0.3150257585062222,0.24826868184720557,0.998608425600529,20281,0.9998510034759733,6728
