epoch,Expos_on_Suppr,accuracy,loss,val_Expos_on_Suppr,val_accuracy,val_loss
49,0.8336219787597656,0.9941633939743042,0.003793916432186961,0.8478879332542419,0.9942064881324768,0.0037381486035883427
50,0.8400255441665649,0.9942300915718079,0.0037444615736603737,0.8411149382591248,0.9941247701644897,0.0037941664922982454
51,0.839942216873169,0.9942684173583984,0.0037263697013258934,0.8506231904029846,0.9942898154258728,0.0036914916709065437
52,0.8361570239067078,0.9942858815193176,0.003711284836754203,0.8426278233528137,0.9943298697471619,0.0037287273444235325
53,0.8419422507286072,0.9942575693130493,0.0037042363546788692,0.8472266793251038,0.9943098425865173,0.003692780388519168
54,0.8429639935493469,0.9943000674247742,0.0037029865197837353,0.8371472954750061,0.9943031668663025,0.0037162352818995714
55,0.8373454213142395,0.9943701028823853,0.0036709348205477,0.8359650373458862,0.9943732023239136,0.003673470811918378
56,0.8435239791870117,0.9943517446517944,0.0036709022242575884,0.8420267105102539,0.9944581985473633,0.003656817600131035
57,0.8458607792854309,0.9943856596946716,0.0036542711313813925,0.8464050889015198,0.9944315552711487,0.0036565777845680714
58,0.8404338955879211,0.994413435459137,0.003631650935858488,0.8592798113822937,0.994353175163269,0.0036799507215619087
59,0.8452090620994568,0.9944214820861816,0.003618550719693303,0.8485592603683472,0.9944365620613098,0.0036339436192065477
60,0.8416139483451843,0.9944159388542175,0.0036150007508695126,0.8486894965171814,0.994429886341095,0.003605202306061983
61,0.8439456820487976,0.9944350719451904,0.003607038874179125,0.8577067852020264,0.9943898916244507,0.0036440081894397736
62,0.8366870880126953,0.9944289922714233,0.0035923700779676437,0.8424975872039795,0.9944965839385986,0.0036075899843126535
63,0.8495042324066162,0.9944736957550049,0.003575690556317568,0.848338782787323,0.9945232272148132,0.003589658997952938
64,0.8482174873352051,0.9944939613342285,0.0035835434682667255,0.8533584475517273,0.9945198893547058,0.003616238944232464
65,0.8553828001022339,0.9945156574249268,0.0035333996638655663,0.8539696335792542,0.9944465756416321,0.0036272217985242605
66,0.8527277112007141,0.9945158958435059,0.0035479676444083452,0.8604921698570251,0.994583249092102,0.00353709957562387
67,0.8445107340812683,0.9945117235183716,0.003539219731464982,0.8612135052680969,0.9945932626724243,0.003593919798731804
68,0.8505342602729797,0.9945476055145264,0.003539114026352763,0.8433993458747864,0.9945715665817261,0.003574574366211891
69,0.8562127947807312,0.9945976138114929,0.003513281000778079,0.8499719500541687,0.9944915771484375,0.0035960706882178783
70,0.8499742746353149,0.9945981502532959,0.003489974420517683,0.8485091328620911,0.9945065975189209,0.0035841153003275394
71,0.8565444946289062,0.9945842623710632,0.0035027707926928997,0.8451827764511108,0.9945198893547058,0.003563044825568795
72,0.8556144833564758,0.9946470260620117,0.0034688343293964863,0.846785843372345,0.9946866035461426,0.0035108341835439205
73,0.8487608432769775,0.9946664571762085,0.003472289303317666,0.8540998697280884,0.9944798946380615,0.003561678808182478
74,0.8551577925682068,0.9946537017822266,0.0034664426930248737,0.8525769710540771,0.9946466088294983,0.0035235057584941387
75,0.8505076169967651,0.9946925640106201,0.0034470881801098585,0.8596004247665405,0.9945782423019409,0.003525735577568412
76,0.8526860475540161,0.9946398138999939,0.0034696280490607023,0.8571357131004333,0.9945682883262634,0.0035206733737140894
77,0.8529376983642578,0.9946303367614746,0.0034740734845399857,0.8430185914039612,0.9945666193962097,0.0035133182536810637
78,0.8542777299880981,0.9947292804718018,0.0034341439604759216,0.8591996431350708,0.9946149587631226,0.003515415359288454
79,0.8582812547683716,0.9946662187576294,0.0034253927879035473,0.8604820966720581,0.9946466088294983,0.0034771596547216177
80,0.8530860543251038,0.994739830493927,0.003420855151489377,0.8497915863990784,0.9946516156196594,0.0034783645533025265
81,0.858326256275177,0.9947589635848999,0.0033945899922400713,0.8665337562561035,0.9946449398994446,0.0034884270280599594
82,0.8551927804946899,0.9947734475135803,0.003401926951482892,0.8560435771942139,0.9946683049201965,0.003453689394518733
83,0.8516726493835449,0.9948020577430725,0.0033774999901652336,0.849861741065979,0.9946916103363037,0.0034819997381418943
84,0.8545027375221252,0.9947534203529358,0.0033998622093349695,0.8495110869407654,0.9946632981300354,0.003485731314867735
85,0.8537827134132385,0.994788408279419,0.0033726298715919256,0.8628767132759094,0.9947166442871094,0.003449744777753949
86,0.8608080148696899,0.9948064684867859,0.003372260369360447,0.859049379825592,0.9947366714477539,0.0034257438965141773
87,0.8594279289245605,0.9947978854179382,0.003376101376488805,0.8471465110778809,0.9946966171264648,0.0034991230349987745
88,0.8619963526725769,0.9947842359542847,0.003366859396919608,0.8624358773231506,0.9947116374969482,0.0034355761017650366
89,0.8595779538154602,0.9948209524154663,0.0033516951370984316,0.8551218509674072,0.994783341884613,0.003438409883528948
90,0.8524326682090759,0.994810938835144,0.003338567214086652,0.8447719812393188,0.9947082996368408,0.0034738024696707726
91,0.8597795963287354,0.9948512315750122,0.00333678862079978,0.8589692115783691,0.9947066307067871,0.003463927423581481
92,0.8611330389976501,0.994824230670929,0.003332692664116621,0.861965000629425,0.994583249092102,0.0034388576168566942
93,0.8660215139389038,0.9948623180389404,0.003305874764919281,0.8592597842216492,0.9947049617767334,0.003437681356444955
94,0.8598829507827759,0.9948564767837524,0.003325804602354765,0.8548813462257385,0.9946949481964111,0.0034443256445229053
95,0.8657382130622864,0.9948815107345581,0.0033101506996899843,0.8553422689437866,0.9947249889373779,0.0034340114798396826
96,0.8651031851768494,0.9948753714561462,0.0032987818121910095,0.8572359085083008,0.9947266578674316,0.0034301881678402424
97,0.8592062592506409,0.9949164986610413,0.003301001153886318,0.8621352910995483,0.9947116374969482,0.0034343558363616467
98,0.8625980615615845,0.9948845505714417,0.0032949314918369055,0.8703009486198425,0.9947666525840759,0.0034103342331945896
99,0.8628613948822021,0.9949259161949158,0.003293585730716586,0.8577468991279602,0.9947866797447205,0.003393980674445629
100,0.8665198683738708,0.9949206709861755,0.003299044445157051,0.8579272031784058,0.9947616457939148,0.0034170884173363447
101,0.8626997470855713,0.9949731826782227,0.003258357523009181,0.8595202565193176,0.9948149919509888,0.0034060480538755655
102,0.8611446619033813,0.9949581623077393,0.0032557325903326273,0.8653213977813721,0.9947649836540222,0.0033956875558942556
103,0.860754668712616,0.994942307472229,0.0032707040663808584,0.8619750142097473,0.9946982860565186,0.0034157137852162123
104,0.8646431565284729,0.9949581623077393,0.0032631107605993748,0.8670046329498291,0.9947766661643982,0.00338087510317564
105,0.8695366382598877,0.99495929479599,0.0032558960374444723,0.8606424331665039,0.9947249889373779,0.0034159328788518906
106,0.8638914227485657,0.9949842691421509,0.003254536772146821,0.8575364947319031,0.9947583079338074,0.003383263014256954
107,0.8644081354141235,0.994965672492981,0.0032617682591080666,0.8576867580413818,0.9947916865348816,0.0033705364912748337
108,0.8643381595611572,0.9950323104858398,0.003227626672014594,0.860031247138977,0.9948216676712036,0.0033799114171415567
109,0.8654065132141113,0.9949759244918823,0.0032559377141296864,0.8509839177131653,0.9946966171264648,0.003405259922146797
110,0.8653881549835205,0.9949770569801331,0.003246681299060583,0.8594200611114502,0.9948716759681702,0.0033533682581037283
111,0.8658881783485413,0.9950175881385803,0.0032300064340233803,0.8528374433517456,0.9947983622550964,0.0033794702030718327
112,0.8687349557876587,0.9950348138809204,0.003215367905795574,0.8642894625663757,0.9948733448982239,0.0033660957124084234
113,0.8623213768005371,0.9950087070465088,0.003225700929760933,0.8673653602600098,0.9948216676712036,0.0033638784661889076
114,0.8672915697097778,0.9950175881385803,0.003216334618628025,0.8582077622413635,0.9948616623878479,0.003379279049113393
115,0.8634347915649414,0.9950034618377686,0.0032213975209742785,0.8576166033744812,0.9948700070381165,0.0033846646547317505
116,0.8656465411186218,0.9950565099716187,0.003202719846740365,0.8625560998916626,0.9948066473007202,0.003349276725202799
117,0.8694683313369751,0.9950461983680725,0.0031841720920056105,0.8640790581703186,0.994848370552063,0.003340307855978608
118,0.8681415915489197,0.995019257068634,0.0032074092887341976,0.8600112199783325,0.994901716709137,0.003335841465741396
