epoch,learning_rate_feature,learning_rate_classifier,learning_rate_discriminator,epoch_time,accuracy,precision,recall,f1,auc,sensitivity,specificity,precision_neutrino,precision_muon,true_positives,true_negatives,false_positives,false_negatives,total_neutrinos,total_muons,loss,positive_class_ratio,class_balance,classification_loss,domain_loss,total_loss,domain_accuracy,lambda_factor,domain_utilization,source_muons_avg,target_events_avg,domain_batch_size_avg,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_sensitivity,val_specificity,val_precision_neutrino,val_precision_muon,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_total_neutrinos,val_total_muons,val_loss,val_positive_class_ratio,val_class_balance
0,0.0009997535269026829,0.001999506807085549,0.00399901336745128,45.15780282020569,0.5824625,0.6055361099515109,0.47170802481488894,0.5303092087686488,0.6139923238497367,0.47170802481488894,0.6930841495102938,0.6055361099515109,0.5677561964018911,18857,27740,12284,21119,39976,40024,0.6655341455131579,0.4997,0.9988007195682591,0.6655341455131579,0.6793001203020667,1.3448342658152246,0.6022695488990493,0.0,0.9812804048173586,254.9299363057325,256.0,250.56050955414014,0.51055,0.5060464158904956,0.9810454908220272,0.6676851003157145,0.5873220329749099,0.9810454908220272,0.0377906976744186,0.5060464158904956,0.6649029982363316,9834,377,9599,190,10024,9976,1.06651713848114,0.5012,0.9952114924181964
1,0.0009990143508499217,0.0019980277150640578,0.003996054443492329,45.384201765060425,0.612225,0.6501744264054743,0.48486591955173103,0.5554823178769989,0.6530170303986309,0.48486591955173103,0.7394313411952829,0.6501744264054743,0.5896827926994501,19383,29595,10429,20593,39976,40024,0.6484215942917356,0.4997,0.9988007195682591,0.6484215942917356,0.6895943726323972,1.3380159669241327,0.5725031720984514,0.049958374957880025,0.9796389998433461,254.9299363057325,256.0,250.13375796178343,0.50765,0.5045077165996027,0.9881284916201117,0.6679704622854638,0.5906616272109727,0.9881284916201117,0.024859663191659984,0.5045077165996027,0.6757493188010899,9905,248,9728,119,10024,9976,1.5631120771169662,0.5012,0.9952114924181964
2,0.0009977832013192385,0.0019955641836207788,0.003991126148223859,44.90559720993042,0.6190375,0.6547320410490308,0.502726635981589,0.568748142802564,0.665073496926459,0.502726635981589,0.7352088746751949,0.6547320410490308,0.5968157387688875,20097,29426,10598,19879,39976,40024,0.6406887868407426,0.4997,0.9988007195682591,0.6406887868407426,0.7070938937223641,1.3477826805631066,0.5155337359874871,0.0996679946249559,0.9821320372529974,254.9299363057325,256.0,250.78980891719746,0.5495,0.5348023064250412,0.7772346368715084,0.6336206896551724,0.5982967311891716,0.7772346368715084,0.32066960705693665,0.5348023064250412,0.5889175257731959,7791,3199,6777,2233,10024,9976,0.9453031361103058,0.5012,0.9952114924181964
3,0.0009960612933065818,0.0019921186439638213,0.003984233345278299,44.221338510513306,0.6261,0.6602139582272033,0.5187112267360416,0.5809705256079793,0.6747882338612642,0.5187112267360416,0.7333599840095942,0.6602139582272033,0.6040500493908463,20736,29352,10672,19240,39976,40024,0.6347320372131979,0.4997,0.9988007195682591,0.6347320372131979,0.7060466712447488,1.3407787084579468,0.5222792970906397,0.14888503362331806,0.9806793157712941,254.9299363057325,256.0,250.39490445859872,0.5483,0.5356371490280778,0.7422186751795691,0.6222296562682947,0.6033553653269043,0.7422186751795691,0.35344827586206895,0.5356371490280778,0.5770867430441898,7440,3526,6450,2584,10024,9976,0.8836728125810623,0.5012,0.9952114924181964
4,0.0009938503261272714,0.001987694496424841,0.003975382837019978,44.979846715927124,0.633725,0.6687535571997724,0.5290674404642786,0.5907656210720371,0.6853500754760271,0.5290674404642786,0.7382570457725365,0.6687535571997724,0.6108239963616819,21150,29548,10476,18826,39976,40024,0.627452046628211,0.4997,0.9988007195682591,0.627452046628211,0.7078960834035448,1.3353481300317558,0.5135469360716024,0.197375320224904,0.9799530544372604,254.9299363057325,256.0,250.20382165605096,0.5859,0.5674879900821324,0.7306464485235435,0.6388137810728304,0.6564537761737508,0.7306464485235435,0.4404570970328789,0.5674879900821324,0.6193966732449958,7324,4394,5582,2700,10024,9976,0.8560390755534172,0.5012,0.9952114924181964
5,0.00099115248173898,0.001982296107103325,0.003964583357832013,44.560797452926636,0.63725,0.6767438859134026,0.524689813888333,0.5910948288009018,0.6915608808369171,0.524689813888333,0.7496751948830701,0.6767438859134026,0.6122719666979554,20975,30005,10019,19001,39976,40024,0.622439348014297,0.4997,0.9988007195682591,0.622439348014297,0.7072557404542424,1.3296950884685395,0.5251538028382952,0.2449186624037092,0.979372428943906,254.9299363057325,256.0,250.05732484076432,0.55215,0.5335936024179837,0.8453711093375897,0.6542366338544683,0.6464070333045118,0.8453711093375897,0.2575180433039294,0.5335936024179837,0.623695071619325,8474,2569,7407,1550,10024,9976,0.9242994785308838,0.5012,0.9952114924181964
6,0.0009879704225884043,0.0019759288035577785,0.003951845565496525,44.75936150550842,0.642,0.6802225755166932,0.5351460876525915,0.5990255649203371,0.6975335367370732,0.5351460876525915,0.7487257645412753,0.6802225755166932,0.6172399588053553,21393,29967,10057,18583,39976,40024,0.6180111435568256,0.4997,0.9988007195682591,0.6180111435568256,0.7101676965215403,1.328178840078366,0.4864634854398715,0.2913126124515908,0.9808121251292929,254.9299363057325,256.0,250.43949044585986,0.58145,0.5616101379053299,0.7515961691939346,0.6428601902811554,0.6645312126997852,0.7515961691939346,0.4104851643945469,0.5616101379053299,0.621867881548975,7534,4095,5881,2490,10024,9976,0.8291403740644455,0.5012,0.9952114924181964
7,0.0009843072889837512,0.001968598869548067,0.003937182030676697,47.181886434555054,0.648675,0.685457158927567,0.5487292375425256,0.6095195754258246,0.7075812712917575,0.5487292375425256,0.7485008994603238,0.685457158927567,0.6241510062919289,21936,29958,10066,18040,39976,40024,0.6098265423896206,0.4997,0.9988007195682591,0.6098265423896206,0.7066057688871007,1.3164323112767213,0.5151849144203647,0.3363755443363323,0.9815867614025041,254.9299363057325,256.0,250.64968152866243,0.58945,0.5624268301081192,0.8147446129289705,0.6654715828070891,0.6937447109695352,0.8147446129289705,0.3630713712910986,0.5624268301081192,0.6610695382369045,8167,3622,6354,1857,10024,9976,0.7992054939270019,0.5012,0.9952114924181964
8,0.000980166695995633,0.001960313538834105,0.003920607224511047,47.09670281410217,0.65575,0.6898857875771086,0.5651140684410646,0.6212975440719453,0.7168403068125104,0.5651140684410646,0.7462772336598041,0.6898857875771086,0.632094637491006,22591,29869,10155,17385,39976,40024,0.6019883588620811,0.4997,0.9988007195682591,0.6019883588620811,0.7066347200399751,1.3086230789020563,0.5224795369965256,0.379948962255225,0.980358756574262,254.9299363057325,256.0,250.30573248407643,0.60735,0.5723907969323108,0.856245011971269,0.6861185499020744,0.7256281296180266,0.856245011971269,0.3572574178027265,0.5723907969323108,0.7120879120879121,8583,3564,6412,1441,10024,9976,0.770834381878376,0.5012,0.9952114924181964
9,0.0009755527298894294,0.0019510809880370062,0.0039021375043321593,47.19558072090149,0.661425,0.697881486030089,0.5685911546928157,0.6266368924544427,0.7259073282016382,0.5685911546928157,0.7541475114931041,0.697881486030089,0.6363904701665613,22730,30184,9840,17246,39976,40024,0.5950390833198644,0.4997,0.9988007195682591,0.5950390833198644,0.7076600888732133,1.3026991721930776,0.5196102764576104,0.4218990052500078,0.9793010676599507,254.9299363057325,256.0,250.03184713375796,0.6607,0.6397134967207456,0.7395251396648045,0.6860077734591893,0.7424514315202455,0.7395251396648045,0.581495589414595,0.6397134967207456,0.6896100808368997,7413,5801,4175,2611,10024,9976,0.6225500032305717,0.5012,0.9952114924181964
