epoch,loss_E,nSigmaMAE,nSigmaMAE_weighted,nlogE_MAE,nlogE_MAE_weighted,val_loss_E,val_nSigmaMAE,val_nSigmaMAE_weighted,val_nlogE_MAE,val_nlogE_MAE_weighted
148,-3.834030866622925,0.05231216549873352,0.05231216549873352,0.0829463079571724,0.0829463079571724,-3.7741751670837402,0.0526004433631897,0.0526004433631897,0.08372362703084946,0.08372362703084946
149,-3.834376335144043,0.052332594990730286,0.052332594990730286,0.08293046057224274,0.08293046057224274,-3.7751946449279785,0.05265214666724205,0.05265214666724205,0.08369424939155579,0.08369424939155579
150,-3.8359053134918213,0.05228584632277489,0.05228584632277489,0.0828750804066658,0.0828750804066658,-3.7761597633361816,0.052775412797927856,0.052775412797927856,0.08365947753190994,0.08365947753190994
151,-3.837773323059082,0.05223630741238594,0.05223630741238594,0.08282902091741562,0.08282902091741562,-3.7760274410247803,0.052491459995508194,0.052491459995508194,0.08365649729967117,0.08365649729967117
152,-3.838179349899292,0.05222518369555473,0.05222518369555473,0.08280346542596817,0.08280346542596817,-3.7788007259368896,0.05290631577372551,0.05290631577372551,0.08364167809486389,0.08364167809486389
153,-3.8389387130737305,0.05221822112798691,0.05221822112798691,0.08276805281639099,0.08276805281639099,-3.778620481491089,0.05264642462134361,0.05264642462134361,0.08358320593833923,0.08358320593833923
154,-3.8408570289611816,0.05215516686439514,0.05215516686439514,0.08271566778421402,0.08271566778421402,-3.7785732746124268,0.052700940519571304,0.052700940519571304,0.08354080468416214,0.08354080468416214
155,-3.839977741241455,0.052186790853738785,0.052186790853738785,0.0827321782708168,0.0827321782708168,-3.780559539794922,0.05252961069345474,0.05252961069345474,0.08355908840894699,0.08355908840894699
156,-3.842813491821289,0.05211787670850754,0.05211787670850754,0.08263644576072693,0.08263644576072693,-3.778696298599243,0.05240072309970856,0.05240072309970856,0.08358979225158691,0.08358979225158691
157,-3.8435657024383545,0.052091773599386215,0.052091773599386215,0.08262573182582855,0.08262573182582855,-3.779554843902588,0.052331943064928055,0.052331943064928055,0.08351865410804749,0.08351865410804749
158,-3.8453359603881836,0.05206377059221268,0.05206377059221268,0.08256895840167999,0.08256895840167999,-3.7799556255340576,0.052342988550662994,0.052342988550662994,0.0834578350186348,0.0834578350186348
159,-3.846527099609375,0.05203757807612419,0.05203757807612419,0.08253210037946701,0.08253210037946701,-3.782931089401245,0.05251557379961014,0.05251557379961014,0.08347104489803314,0.08347104489803314
160,-3.847543239593506,0.05200614780187607,0.05200614780187607,0.08250032365322113,0.08250032365322113,-3.7808022499084473,0.05225817859172821,0.05225817859172821,0.08340036123991013,0.08340036123991013
161,-3.847923755645752,0.05201480910181999,0.05201480910181999,0.08248282968997955,0.08248282968997955,-3.781336545944214,0.052397266030311584,0.052397266030311584,0.08329419791698456,0.08329419791698456
162,-3.8498754501342773,0.05196630582213402,0.05196630582213402,0.08242727071046829,0.08242727071046829,-3.7813808917999268,0.052665308117866516,0.052665308117866516,0.08343750983476639,0.08343750983476639
163,-3.8503305912017822,0.0519503578543663,0.0519503578543663,0.08240275830030441,0.08240275830030441,-3.783228874206543,0.0526057705283165,0.0526057705283165,0.08338387310504913,0.08338387310504913
164,-3.851868152618408,0.05191127955913544,0.05191127955913544,0.08236708492040634,0.08236708492040634,-3.7827048301696777,0.05243147164583206,0.05243147164583206,0.08328831195831299,0.08328831195831299
165,-3.8520429134368896,0.05192488804459572,0.05192488804459572,0.08234823495149612,0.08234823495149612,-3.7875564098358154,0.05236797779798508,0.05236797779798508,0.08321519941091537,0.08321519941091537
166,-3.853549003601074,0.05186640843749046,0.05186640843749046,0.08230892568826675,0.08230892568826675,-3.7857160568237305,0.052405357360839844,0.052405357360839844,0.08325570821762085,0.08325570821762085
167,-3.855161428451538,0.05184237286448479,0.05184237286448479,0.08225221931934357,0.08225221931934357,-3.7847070693969727,0.05221671238541603,0.05221671238541603,0.08331449329853058,0.08331449329853058
168,-3.8565421104431152,0.05179038271307945,0.05179038271307945,0.08223850280046463,0.08223850280046463,-3.787353515625,0.05230986699461937,0.05230986699461937,0.08321205526590347,0.08321205526590347
169,-3.856825113296509,0.05179410055279732,0.05179410055279732,0.08219816535711288,0.08219816535711288,-3.788306713104248,0.0524706169962883,0.0524706169962883,0.08325693011283875,0.08325693011283875
170,-3.858396291732788,0.05175603926181793,0.05175603926181793,0.08216571807861328,0.08216571807861328,-3.7859878540039062,0.05234101787209511,0.05234101787209511,0.08322500437498093,0.08322500437498093
171,-3.859233856201172,0.05174993723630905,0.05174993723630905,0.08213982731103897,0.08213982731103897,-3.7873122692108154,0.05225161835551262,0.05225161835551262,0.08322745561599731,0.08322745561599731
172,-3.8601279258728027,0.051727041602134705,0.051727041602134705,0.08212295174598694,0.08212295174598694,-3.785156011581421,0.05221175774931908,0.05221175774931908,0.08319192379713058,0.08319192379713058
173,-3.861586332321167,0.05167388543486595,0.05167388543486595,0.08206557482481003,0.08206557482481003,-3.7897567749023438,0.05250082165002823,0.05250082165002823,0.08301543444395065,0.08301543444395065
174,-3.8620293140411377,0.05168827623128891,0.05168827623128891,0.08204131573438644,0.08204131573438644,-3.785290479660034,0.05226566269993782,0.05226566269993782,0.08319184184074402,0.08319184184074402
175,-3.86287260055542,0.05165725573897362,0.05165725573897362,0.082023486495018,0.082023486495018,-3.7896687984466553,0.05214319005608559,0.05214319005608559,0.08313450217247009,0.08313450217247009
176,-3.8642070293426514,0.05163227766752243,0.05163227766752243,0.08197985589504242,0.08197985589504242,-3.7889440059661865,0.05205278843641281,0.05205278843641281,0.08304798603057861,0.08304798603057861
177,-3.8641834259033203,0.051636066287755966,0.051636066287755966,0.08198390156030655,0.08198390156030655,-3.7896530628204346,0.05201486870646477,0.05201486870646477,0.08297325670719147,0.08297325670719147
178,-3.8651316165924072,0.051588453352451324,0.051588453352451324,0.08196428418159485,0.08196428418159485,-3.7892675399780273,0.052158381789922714,0.052158381789922714,0.08294249325990677,0.08294249325990677
179,-3.8666141033172607,0.05156958848237991,0.05156958848237991,0.08191618323326111,0.08191618323326111,-3.7893502712249756,0.05221938714385033,0.05221938714385033,0.08280101418495178,0.08280101418495178
180,-3.8673534393310547,0.05155840516090393,0.05155840516090393,0.08188305050134659,0.08188305050134659,-3.791219711303711,0.05232684686779976,0.05232684686779976,0.0828818753361702,0.0828818753361702
181,-3.8684422969818115,0.05152128264307976,0.05152128264307976,0.08185715228319168,0.08185715228319168,-3.7913060188293457,0.05205577239394188,0.05205577239394188,0.0828978419303894,0.0828978419303894
182,-3.869569778442383,0.05150189250707626,0.05150189250707626,0.08182507008314133,0.08182507008314133,-3.7932069301605225,0.05248192697763443,0.05248192697763443,0.08288633078336716,0.08288633078336716
183,-3.870840549468994,0.051473867148160934,0.051473867148160934,0.08178948611021042,0.08178948611021042,-3.7911360263824463,0.05232938751578331,0.05232938751578331,0.08295920491218567,0.08295920491218567
184,-3.8713696002960205,0.051465243101119995,0.051465243101119995,0.08178682625293732,0.08178682625293732,-3.7924885749816895,0.05205634608864784,0.05205634608864784,0.08281677961349487,0.08281677961349487
185,-3.8727712631225586,0.051430489867925644,0.051430489867925644,0.08174418658018112,0.08174418658018112,-3.78934907913208,0.05205511301755905,0.05205511301755905,0.08282546699047089,0.08282546699047089
186,-3.873093843460083,0.051425766199827194,0.051425766199827194,0.08172998577356339,0.08172998577356339,-3.7953433990478516,0.05212196707725525,0.05212196707725525,0.08280861377716064,0.08280861377716064
187,-3.874748468399048,0.05139272287487984,0.05139272287487984,0.08167066425085068,0.08167066425085068,-3.791612148284912,0.052089158445596695,0.052089158445596695,0.08281094580888748,0.08281094580888748
188,-3.8752973079681396,0.05138858035206795,0.05138858035206795,0.08165227621793747,0.08165227621793747,-3.792004346847534,0.05224156007170677,0.05224156007170677,0.0827084481716156,0.0827084481716156
189,-3.8767361640930176,0.051357585936784744,0.051357585936784744,0.08162301778793335,0.08162301778793335,-3.792613983154297,0.051982637494802475,0.051982637494802475,0.08269977569580078,0.08269977569580078
190,-3.8771820068359375,0.05134964734315872,0.05134964734315872,0.08159536868333817,0.08159536868333817,-3.793757200241089,0.052118197083473206,0.052118197083473206,0.08276486396789551,0.08276486396789551
191,-3.8766069412231445,0.05135154351592064,0.05135154351592064,0.08161181211471558,0.08161181211471558,-3.7929847240448,0.0518956296145916,0.0518956296145916,0.08269596099853516,0.08269596099853516
192,-3.878854274749756,0.051304228603839874,0.051304228603839874,0.08155549317598343,0.08155549317598343,-3.792264938354492,0.051763180643320084,0.051763180643320084,0.08272868394851685,0.08272868394851685
193,-3.879385471343994,0.051306065171957016,0.051306065171957016,0.0815407931804657,0.0815407931804657,-3.790296792984009,0.05199719965457916,0.05199719965457916,0.08267167955636978,0.08267167955636978
194,-3.8800997734069824,0.051292888820171356,0.051292888820171356,0.08152548223733902,0.08152548223733902,-3.7903947830200195,0.05197523534297943,0.05197523534297943,0.08265849202871323,0.08265849202871323
195,-3.8813588619232178,0.05123627930879593,0.05123627930879593,0.08149252831935883,0.08149252831935883,-3.7895097732543945,0.0518602691590786,0.0518602691590786,0.08266609162092209,0.08266609162092209
196,-3.8814098834991455,0.0512489452958107,0.0512489452958107,0.08148442953824997,0.08148442953824997,-3.7651238441467285,0.052035264670848846,0.052035264670848846,0.08330114930868149,0.08330114930868149
197,-3.8807287216186523,0.051249805837869644,0.051249805837869644,0.08148114383220673,0.08148114383220673,-3.789250612258911,0.0520663820207119,0.0520663820207119,0.08257105201482773,0.08257105201482773
198,-3.8826284408569336,0.05123608559370041,0.05123608559370041,0.0814398005604744,0.0814398005604744,-3.784057855606079,0.05154296010732651,0.05154296010732651,0.08250612765550613,0.08250612765550613
199,-3.8849048614501953,0.051174793392419815,0.051174793392419815,0.08137683570384979,0.08137683570384979,-3.7918829917907715,0.051866695284843445,0.051866695284843445,0.08258038014173508,0.08258038014173508
200,-3.8842878341674805,0.05116267129778862,0.05116267129778862,0.08139682561159134,0.08139682561159134,-3.778237819671631,0.052306804805994034,0.052306804805994034,0.0828123465180397,0.0828123465180397
201,-3.8835878372192383,0.05121124908328056,0.05121124908328056,0.08138862252235413,0.08138862252235413,-3.7877495288848877,0.05179091915488243,0.05179091915488243,0.08252885192632675,0.08252885192632675
202,-3.886509656906128,0.05113712325692177,0.05113712325692177,0.08132965117692947,0.08132965117692947,-3.792081594467163,0.0517255924642086,0.0517255924642086,0.0825425535440445,0.0825425535440445
203,-3.887777090072632,0.05111277848482132,0.05111277848482132,0.08129853755235672,0.08129853755235672,-3.791712760925293,0.051732420921325684,0.051732420921325684,0.08246834576129913,0.08246834576129913
204,-3.8878538608551025,0.05110638588666916,0.05110638588666916,0.0812949612736702,0.0812949612736702,-3.789118528366089,0.05189875140786171,0.05189875140786171,0.08247537910938263,0.08247537910938263
205,-3.8900160789489746,0.051075465977191925,0.051075465977191925,0.08123080432415009,0.08123080432415009,-3.792551279067993,0.051703017204999924,0.051703017204999924,0.08248359709978104,0.08248359709978104
206,-3.890864610671997,0.05106376111507416,0.05106376111507416,0.08121834695339203,0.08121834695339203,-3.7914390563964844,0.05170894414186478,0.05170894414186478,0.08242960274219513,0.08242960274219513
