epoch,loss_E,nSigmaMAE,nSigmaMAE_weighted,nlogE_MAE,nlogE_MAE_weighted,val_loss_E,val_nSigmaMAE,val_nSigmaMAE_weighted,val_nlogE_MAE,val_nlogE_MAE_weighted
30,-3.612358570098877,0.05761396139860153,0.05761396139860153,0.09052271395921707,0.09052271395921707,-3.5922834873199463,0.059291303157806396,0.059291303157806396,0.09104081988334656,0.09104081988334656
31,-3.6160995960235596,0.05753643065690994,0.05753643065690994,0.09037893265485764,0.09037893265485764,-3.5948448181152344,0.05904088541865349,0.05904088541865349,0.09103593230247498,0.09103593230247498
32,-3.6198675632476807,0.05744176730513573,0.05744176730513573,0.09025239944458008,0.09025239944458008,-3.601162910461426,0.0588572695851326,0.0588572695851326,0.09086994081735611,0.09086994081735611
33,-3.6235907077789307,0.05734315514564514,0.05734315514564514,0.09012854844331741,0.09012854844331741,-3.600139617919922,0.05894319713115692,0.05894319713115692,0.09086310863494873,0.09086310863494873
34,-3.6267378330230713,0.057269658893346786,0.057269658893346786,0.09001483023166656,0.09001483023166656,-3.60699725151062,0.058490172028541565,0.058490172028541565,0.09068309515714645,0.09068309515714645
35,-3.6301069259643555,0.05719051510095596,0.05719051510095596,0.08989210426807404,0.08989210426807404,-3.6084237098693848,0.05876464769244194,0.05876464769244194,0.0905575230717659,0.0905575230717659
36,-3.633577823638916,0.05710716173052788,0.05710716173052788,0.08976427465677261,0.08976427465677261,-3.6115546226501465,0.0585595965385437,0.0585595965385437,0.0904562920331955,0.0904562920331955
37,-3.636496067047119,0.05704845115542412,0.05704845115542412,0.08965756744146347,0.08965756744146347,-3.617743968963623,0.05832000449299812,0.05832000449299812,0.09030510485172272,0.09030510485172272
38,-3.640467882156372,0.05694776400923729,0.05694776400923729,0.08953248709440231,0.08953248709440231,-3.620713949203491,0.058101143687963486,0.058101143687963486,0.09019418060779572,0.09019418060779572
39,-3.642876625061035,0.05689620226621628,0.05689620226621628,0.08944398164749146,0.08944398164749146,-3.620260715484619,0.058051157742738724,0.058051157742738724,0.09027401357889175,0.09027401357889175
40,-3.6455585956573486,0.05682097747921944,0.05682097747921944,0.08935954421758652,0.08935954421758652,-3.626842498779297,0.057813700288534164,0.057813700288534164,0.08992774039506912,0.08992774039506912
41,-3.6495158672332764,0.056744370609521866,0.056744370609521866,0.08921467512845993,0.08921467512845993,-3.628699779510498,0.057747334241867065,0.057747334241867065,0.08985553681850433,0.08985553681850433
42,-3.6518030166625977,0.05669363588094711,0.05669363588094711,0.08912218362092972,0.08912218362092972,-3.6336259841918945,0.057463355362415314,0.057463355362415314,0.08968936651945114,0.08968936651945114
43,-3.6547935009002686,0.056615591049194336,0.056615591049194336,0.08902213722467422,0.08902213722467422,-3.635265588760376,0.05776912719011307,0.05776912719011307,0.08956960588693619,0.08956960588693619
44,-3.657851219177246,0.05654477700591087,0.05654477700591087,0.0889238566160202,0.0889238566160202,-3.6373653411865234,0.05752994492650032,0.05752994492650032,0.08954229950904846,0.08954229950904846
45,-3.660098075866699,0.0564781092107296,0.0564781092107296,0.08883921056985855,0.08883921056985855,-3.6423544883728027,0.057281509041786194,0.057281509041786194,0.08934356272220612,0.08934356272220612
46,-3.662715196609497,0.05643130838871002,0.05643130838871002,0.08874665200710297,0.08874665200710297,-3.6434326171875,0.05765007808804512,0.05765007808804512,0.08925564587116241,0.08925564587116241
47,-3.665058135986328,0.05637827888131142,0.05637827888131142,0.08866465091705322,0.08866465091705322,-3.6479434967041016,0.05771948769688606,0.05771948769688606,0.08903118968009949,0.08903118968009949
48,-3.6681973934173584,0.056309908628463745,0.056309908628463745,0.08854858577251434,0.08854858577251434,-3.6518375873565674,0.05731853097677231,0.05731853097677231,0.08888150006532669,0.08888150006532669
49,-3.6705386638641357,0.056242041289806366,0.056242041289806366,0.08848181366920471,0.08848181366920471,-3.65154767036438,0.057352662086486816,0.057352662086486816,0.0889214500784874,0.0889214500784874
50,-3.672882080078125,0.05620110407471657,0.05620110407471657,0.08838187903165817,0.08838187903165817,-3.653956413269043,0.05745041370391846,0.05745041370391846,0.088767871260643,0.088767871260643
51,-3.675204277038574,0.05615129694342613,0.05615129694342613,0.0883035808801651,0.0883035808801651,-3.6569738388061523,0.057526037096977234,0.057526037096977234,0.08861646056175232,0.08861646056175232
52,-3.6774885654449463,0.05609478801488876,0.05609478801488876,0.08823146671056747,0.08823146671056747,-3.658400058746338,0.057573042809963226,0.057573042809963226,0.088556669652462,0.088556669652462
53,-3.679877758026123,0.056028492748737335,0.056028492748737335,0.08814967423677444,0.08814967423677444,-3.663693428039551,0.05725477635860443,0.05725477635860443,0.08838585019111633,0.08838585019111633
54,-3.681751012802124,0.056003350764513016,0.056003350764513016,0.08808204531669617,0.08808204531669617,-3.6634552478790283,0.05747441574931145,0.05747441574931145,0.08832215517759323,0.08832215517759323
55,-3.6841061115264893,0.05594621226191521,0.05594621226191521,0.08799402415752411,0.08799402415752411,-3.6679208278656006,0.05720910802483559,0.05720910802483559,0.08817604929208755,0.08817604929208755
56,-3.6864523887634277,0.05588642880320549,0.05588642880320549,0.08791888505220413,0.08791888505220413,-3.669914960861206,0.057159535586833954,0.057159535586833954,0.08818397670984268,0.08818397670984268
57,-3.6887528896331787,0.055817022919654846,0.055817022919654846,0.08784131705760956,0.08784131705760956,-3.673084259033203,0.056952811777591705,0.056952811777591705,0.08802425861358643,0.08802425861358643
58,-3.6908273696899414,0.055776480585336685,0.055776480585336685,0.08776665478944778,0.08776665478944778,-3.6714184284210205,0.056879784911870956,0.056879784911870956,0.08813522011041641,0.08813522011041641
59,-3.6931474208831787,0.05571398511528969,0.05571398511528969,0.08770095556974411,0.08770095556974411,-3.677778482437134,0.05670727789402008,0.05670727789402008,0.08788082003593445,0.08788082003593445
60,-3.695136070251465,0.05568066984415054,0.05568066984415054,0.08762425929307938,0.08762425929307938,-3.677882671356201,0.05677931010723114,0.05677931010723114,0.08784838020801544,0.08784838020801544
61,-3.697045087814331,0.05562533810734749,0.05562533810734749,0.08756496757268906,0.08756496757268906,-3.6801493167877197,0.056843265891075134,0.056843265891075134,0.08771558851003647,0.08771558851003647
62,-3.699465751647949,0.05556797236204147,0.05556797236204147,0.08749233931303024,0.08749233931303024,-3.682936191558838,0.05670495703816414,0.05670495703816414,0.08760631084442139,0.08760631084442139
63,-3.70119571685791,0.05553187057375908,0.05553187057375908,0.08742252737283707,0.08742252737283707,-3.684863567352295,0.05657501891255379,0.05657501891255379,0.0875682607293129,0.0875682607293129
64,-3.703217029571533,0.05548825114965439,0.05548825114965439,0.08735542744398117,0.08735542744398117,-3.68630313873291,0.05650132894515991,0.05650132894515991,0.08751948177814484,0.08751948177814484
65,-3.7054014205932617,0.05541662871837616,0.05541662871837616,0.08729608356952667,0.08729608356952667,-3.688079833984375,0.056521937251091,0.056521937251091,0.08749417215585709,0.08749417215585709
66,-3.7073991298675537,0.05539008229970932,0.05539008229970932,0.0872170627117157,0.0872170627117157,-3.6907100677490234,0.05614800751209259,0.05614800751209259,0.08738898485898972,0.08738898485898972
67,-3.709463357925415,0.055323947221040726,0.055323947221040726,0.08715850859880447,0.08715850859880447,-3.690849781036377,0.05640242621302605,0.05640242621302605,0.08733382821083069,0.08733382821083069
68,-3.7116498947143555,0.05528659373521805,0.05528659373521805,0.0870773196220398,0.0870773196220398,-3.6913726329803467,0.05638331547379494,0.05638331547379494,0.08738905936479568,0.08738905936479568
69,-3.7133631706237793,0.05524430423974991,0.05524430423974991,0.08701852709054947,0.08701852709054947,-3.694873809814453,0.056259945034980774,0.056259945034980774,0.08723846822977066,0.08723846822977066
70,-3.714872360229492,0.0552108958363533,0.0552108958363533,0.08697330951690674,0.08697330951690674,-3.6960084438323975,0.056008338928222656,0.056008338928222656,0.0871523916721344,0.0871523916721344
71,-3.717050313949585,0.055150024592876434,0.055150024592876434,0.08689247071743011,0.08689247071743011,-3.69741153717041,0.05625254288315773,0.05625254288315773,0.08708859235048294,0.08708859235048294
72,-3.718837022781372,0.05510549992322922,0.05510549992322922,0.08685700595378876,0.08685700595378876,-3.6974899768829346,0.056057702749967575,0.056057702749967575,0.08708168566226959,0.08708168566226959
73,-3.7206244468688965,0.0550687275826931,0.0550687275826931,0.08677476644515991,0.08677476644515991,-3.698533296585083,0.05631270259618759,0.05631270259618759,0.08704109489917755,0.08704109489917755
74,-3.7220866680145264,0.05502166599035263,0.05502166599035263,0.08673303574323654,0.08673303574323654,-3.6998891830444336,0.056218791753053665,0.056218791753053665,0.08688896149396896,0.08688896149396896
75,-3.7242703437805176,0.05497070401906967,0.05497070401906967,0.0866721123456955,0.0866721123456955,-3.705303430557251,0.05571173131465912,0.05571173131465912,0.08681414276361465,0.08681414276361465
76,-3.725947380065918,0.05492352321743965,0.05492352321743965,0.08660562336444855,0.08660562336444855,-3.7051913738250732,0.05585743114352226,0.05585743114352226,0.0867980569601059,0.0867980569601059
77,-3.7276651859283447,0.05490197613835335,0.05490197613835335,0.08654450625181198,0.08654450625181198,-3.7076289653778076,0.055839695036411285,0.055839695036411285,0.08666271716356277,0.08666271716356277
78,-3.729588031768799,0.05485277622938156,0.05485277622938156,0.08647902309894562,0.08647902309894562,-3.7084338665008545,0.05583755299448967,0.05583755299448967,0.08655714243650436,0.08655714243650436
79,-3.730679988861084,0.054836247116327286,0.054836247116327286,0.08644260466098785,0.08644260466098785,-3.7105298042297363,0.05550279840826988,0.05550279840826988,0.08656011521816254,0.08656011521816254
80,-3.7327096462249756,0.054788704961538315,0.054788704961538315,0.08636938035488129,0.08636938035488129,-3.711495876312256,0.05557776615023613,0.05557776615023613,0.08651339262723923,0.08651339262723923
81,-3.734616994857788,0.05473832041025162,0.05473832041025162,0.08630456775426865,0.08630456775426865,-3.7113616466522217,0.055604226887226105,0.055604226887226105,0.08645666390657425,0.08645666390657425
82,-3.7357897758483887,0.054699335247278214,0.054699335247278214,0.08627235889434814,0.08627235889434814,-3.7131457328796387,0.055597156286239624,0.055597156286239624,0.08635652810335159,0.08635652810335159
83,-3.737536907196045,0.054673269391059875,0.054673269391059875,0.08620632439851761,0.08620632439851761,-3.7140800952911377,0.055290110409259796,0.055290110409259796,0.08630994707345963,0.08630994707345963
84,-3.739436626434326,0.05461306869983673,0.05461306869983673,0.08614780008792877,0.08614780008792877,-3.7159955501556396,0.055380746722221375,0.055380746722221375,0.08628295361995697,0.08628295361995697
85,-3.7404229640960693,0.054583922028541565,0.054583922028541565,0.08610805124044418,0.08610805124044418,-3.7161195278167725,0.055436789989471436,0.055436789989471436,0.08625480532646179,0.08625480532646179
86,-3.7422986030578613,0.054538048803806305,0.054538048803806305,0.08604997396469116,0.08604997396469116,-3.71470308303833,0.05537505820393562,0.05537505820393562,0.08614254742860794,0.08614254742860794
87,-3.7436540126800537,0.05451982095837593,0.05451982095837593,0.08599351346492767,0.08599351346492767,-3.7219769954681396,0.05524638295173645,0.05524638295173645,0.0860101729631424,0.0860101729631424
88,-3.745558500289917,0.054467663168907166,0.054467663168907166,0.08594340085983276,0.08594340085983276,-3.7204794883728027,0.055124301463365555,0.055124301463365555,0.086045041680336,0.086045041680336
89,-3.7469093799591064,0.05441857501864433,0.05441857501864433,0.08589360117912292,0.08589360117912292,-3.7215042114257812,0.055180713534355164,0.055180713534355164,0.08599161356687546,0.08599161356687546
90,-3.7489190101623535,0.054380182176828384,0.054380182176828384,0.08581268042325974,0.08581268042325974,-3.722480297088623,0.055128805339336395,0.055128805339336395,0.0859396904706955,0.0859396904706955
91,-3.7505080699920654,0.05433274060487747,0.05433274060487747,0.08577548712491989,0.08577548712491989,-3.7248921394348145,0.05499185621738434,0.05499185621738434,0.08589299023151398,0.08589299023151398
92,-3.7522573471069336,0.05430653691291809,0.05430653691291809,0.08571107685565948,0.08571107685565948,-3.723985433578491,0.055195003747940063,0.055195003747940063,0.08581887185573578,0.08581887185573578
93,-3.753124713897705,0.05428091436624527,0.05428091436624527,0.08568403124809265,0.08568403124809265,-3.7251760959625244,0.054890815168619156,0.054890815168619156,0.08585716784000397,0.08585716784000397
94,-3.755099296569824,0.05423513799905777,0.05423513799905777,0.08561385422945023,0.08561385422945023,-3.726641893386841,0.05476091429591179,0.05476091429591179,0.0856642946600914,0.0856642946600914
95,-3.74847412109375,0.05432203412055969,0.05432203412055969,0.08571165800094604,0.08571165800094604,-3.7243356704711914,0.05483243986964226,0.05483243986964226,0.08579088002443314,0.08579088002443314
96,-3.7564752101898193,0.05417919158935547,0.05417919158935547,0.08553139865398407,0.08553139865398407,-3.7275712490081787,0.05469560623168945,0.05469560623168945,0.08568160235881805,0.08568160235881805
97,-3.759810447692871,0.05410417541861534,0.05410417541861534,0.08545072376728058,0.08545072376728058,-3.727614641189575,0.05509300157427788,0.05509300157427788,0.08571431785821915,0.08571431785821915
98,-3.7608416080474854,0.05409450829029083,0.05409450829029083,0.08540479838848114,0.08540479838848114,-3.7287380695343018,0.05472422018647194,0.05472422018647194,0.08559112995862961,0.08559112995862961
99,-3.762610673904419,0.05404124781489372,0.05404124781489372,0.08534810692071915,0.08534810692071915,-3.7323412895202637,0.05465387552976608,0.05465387552976608,0.0855432078242302,0.0855432078242302
100,-3.764660120010376,0.05399983003735542,0.05399983003735542,0.08529014140367508,0.08529014140367508,-3.7313392162323,0.05465421453118324,0.05465421453118324,0.08552978932857513,0.08552978932857513
101,-3.76615309715271,0.053976427763700485,0.053976427763700485,0.085225410759449,0.085225410759449,-3.7325940132141113,0.05463980510830879,0.05463980510830879,0.08547814190387726,0.08547814190387726
102,-3.767259359359741,0.05392562225461006,0.05392562225461006,0.0852019190788269,0.0852019190788269,-3.7342264652252197,0.054608359932899475,0.054608359932899475,0.08538160473108292,0.08538160473108292
103,-3.7690610885620117,0.05390361323952675,0.05390361323952675,0.08513300120830536,0.08513300120830536,-3.7335045337677,0.054779715836048126,0.054779715836048126,0.08533790707588196,0.08533790707588196
104,-3.770460605621338,0.05386091768741608,0.05386091768741608,0.0850919634103775,0.0850919634103775,-3.7372355461120605,0.054437022656202316,0.054437022656202316,0.0852862074971199,0.0852862074971199
105,-3.7722723484039307,0.05380840599536896,0.05380840599536896,0.08502478152513504,0.08502478152513504,-3.7362067699432373,0.054409950971603394,0.054409950971603394,0.08532853424549103,0.08532853424549103
106,-3.7736005783081055,0.05379557982087135,0.05379557982087135,0.08497638255357742,0.08497638255357742,-3.7371888160705566,0.05447163060307503,0.05447163060307503,0.08526531606912613,0.08526531606912613
107,-3.7752819061279297,0.053746335208415985,0.053746335208415985,0.0849243551492691,0.0849243551492691,-3.73957896232605,0.054230108857154846,0.054230108857154846,0.08516670763492584,0.08516670763492584
108,-3.7770466804504395,0.053701724857091904,0.053701724857091904,0.08486592769622803,0.08486592769622803,-3.7404725551605225,0.05450665205717087,0.05450665205717087,0.08509490638971329,0.08509490638971329
109,-3.778534173965454,0.05366663634777069,0.05366663634777069,0.08480935543775558,0.08480935543775558,-3.741623640060425,0.054202545434236526,0.054202545434236526,0.08504322916269302,0.08504322916269302
110,-3.778554677963257,0.05367381498217583,0.05367381498217583,0.08481063693761826,0.08481063693761826,-3.744192123413086,0.05433345213532448,0.05433345213532448,0.08498493582010269,0.08498493582010269
111,-3.781702995300293,0.0535946749150753,0.0535946749150753,0.08470823615789413,0.08470823615789413,-3.7440402507781982,0.054197758436203,0.054197758436203,0.08493626862764359,0.08493626862764359
112,-3.782661199569702,0.053572289645671844,0.053572289645671844,0.08467815071344376,0.08467815071344376,-3.7444710731506348,0.05409412458539009,0.05409412458539009,0.08479724824428558,0.08479724824428558
113,-3.7847647666931152,0.05350890010595322,0.05350890010595322,0.08460330963134766,0.08460330963134766,-3.747258424758911,0.05381777882575989,0.05381777882575989,0.08488323539495468,0.08488323539495468
114,-3.7861242294311523,0.05348833277821541,0.05348833277821541,0.08455722779035568,0.08455722779035568,-3.7464215755462646,0.053961627185344696,0.053961627185344696,0.08485793322324753,0.08485793322324753
115,-3.7876603603363037,0.053450003266334534,0.053450003266334534,0.08450115472078323,0.08450115472078323,-3.747511386871338,0.05405781790614128,0.05405781790614128,0.08475273102521896,0.08475273102521896
116,-3.789555072784424,0.05339473858475685,0.05339473858475685,0.08445053547620773,0.08445053547620773,-3.74835205078125,0.053834546357393265,0.053834546357393265,0.08476752042770386,0.08476752042770386
117,-3.7910401821136475,0.05335698276758194,0.05335698276758194,0.08439420163631439,0.08439420163631439,-3.749356985092163,0.05388662591576576,0.05388662591576576,0.08475961536169052,0.08475961536169052
118,-3.7926127910614014,0.05332031473517418,0.05332031473517418,0.0843365490436554,0.0843365490436554,-3.7485899925231934,0.053888555616140366,0.053888555616140366,0.0846114307641983,0.0846114307641983
119,-3.7944681644439697,0.05329427123069763,0.05329427123069763,0.08426569402217865,0.08426569402217865,-3.751781702041626,0.053563933819532394,0.053563933819532394,0.0846373438835144,0.0846373438835144
120,-3.7949774265289307,0.053279127925634384,0.053279127925634384,0.08426372706890106,0.08426372706890106,-3.7515182495117188,0.05354258045554161,0.05354258045554161,0.0846816897392273,0.0846816897392273
121,-3.7969624996185303,0.05322594195604324,0.05322594195604324,0.08418331295251846,0.08418331295251846,-3.7505550384521484,0.05350041761994362,0.05350041761994362,0.08452455699443817,0.08452455699443817
122,-3.798389196395874,0.05316828191280365,0.05316828191280365,0.0841427743434906,0.0841427743434906,-3.7551238536834717,0.05378072336316109,0.05378072336316109,0.08453486114740372,0.08453486114740372
123,-3.797884464263916,0.05319128558039665,0.05319128558039665,0.08413000404834747,0.08413000404834747,-3.730611562728882,0.05404790863394737,0.05404790863394737,0.08509373664855957,0.08509373664855957
124,-3.800180435180664,0.0531325526535511,0.0531325526535511,0.08406304568052292,0.08406304568052292,-3.75551700592041,0.053276121616363525,0.053276121616363525,0.08440496772527695,0.08440496772527695
125,-3.803257942199707,0.05306294187903404,0.05306294187903404,0.08397451043128967,0.08397451043128967,-3.7554590702056885,0.0534331277012825,0.0534331277012825,0.0844593346118927,0.0844593346118927
126,-3.804802894592285,0.053031280636787415,0.053031280636787415,0.08392509818077087,0.08392509818077087,-3.758040189743042,0.05340494588017464,0.05340494588017464,0.08434145897626877,0.08434145897626877
127,-3.8057427406311035,0.05300119146704674,0.05300119146704674,0.08388868719339371,0.08388868719339371,-3.758688449859619,0.05341671407222748,0.05341671407222748,0.08438272774219513,0.08438272774219513
128,-3.807321310043335,0.0529693067073822,0.0529693067073822,0.08381795138120651,0.08381795138120651,-3.7601170539855957,0.05330439284443855,0.05330439284443855,0.08429906517267227,0.08429906517267227
129,-3.8091390132904053,0.05291884019970894,0.05291884019970894,0.08377286046743393,0.08377286046743393,-3.7597391605377197,0.053136520087718964,0.053136520087718964,0.08427798748016357,0.08427798748016357
130,-3.8098583221435547,0.052911125123500824,0.052911125123500824,0.08374445140361786,0.08374445140361786,-3.760571002960205,0.05300939083099365,0.05300939083099365,0.08422312140464783,0.08422312140464783
131,-3.8121657371520996,0.05283874645829201,0.05283874645829201,0.0836792141199112,0.0836792141199112,-3.759469985961914,0.053237225860357285,0.053237225860357285,0.08413711190223694,0.08413711190223694
132,-3.812981605529785,0.0528343990445137,0.0528343990445137,0.08364847302436829,0.08364847302436829,-3.762263774871826,0.053183432668447495,0.053183432668447495,0.08412283658981323,0.08412283658981323
133,-3.814023971557617,0.052821483463048935,0.052821483463048935,0.08360809087753296,0.08360809087753296,-3.7590744495391846,0.053200118243694305,0.053200118243694305,0.08432096242904663,0.08432096242904663
134,-3.815661907196045,0.052759259939193726,0.052759259939193726,0.0835609883069992,0.0835609883069992,-3.7627227306365967,0.052963338792324066,0.052963338792324066,0.08411174267530441,0.08411174267530441
135,-3.816206693649292,0.05274898186326027,0.05274898186326027,0.08354359865188599,0.08354359865188599,-3.7651772499084473,0.053172264248132706,0.053172264248132706,0.084037646651268,0.084037646651268
136,-3.818603277206421,0.05271682143211365,0.05271682143211365,0.08344100415706635,0.08344100415706635,-3.7644522190093994,0.052786100655794144,0.052786100655794144,0.08401209861040115,0.08401209861040115
137,-3.820032835006714,0.05265110731124878,0.05265110731124878,0.08341187238693237,0.08341187238693237,-3.7674853801727295,0.052942488342523575,0.052942488342523575,0.08397920429706573,0.08397920429706573
138,-3.8213350772857666,0.052635882049798965,0.052635882049798965,0.08336483687162399,0.08336483687162399,-3.768253803253174,0.053044870495796204,0.053044870495796204,0.0839310809969902,0.0839310809969902
139,-3.8217194080352783,0.05262814462184906,0.05262814462184906,0.08334513008594513,0.08334513008594513,-3.7670586109161377,0.053283218294382095,0.053283218294382095,0.08384929597377777,0.08384929597377777
140,-3.823699712753296,0.05258409306406975,0.05258409306406975,0.08328202366828918,0.08328202366828918,-3.768282890319824,0.05283510684967041,0.05283510684967041,0.08391539752483368,0.08391539752483368
141,-3.825441598892212,0.052535902708768845,0.052535902708768845,0.08322678506374359,0.08322678506374359,-3.7706596851348877,0.05297574773430824,0.05297574773430824,0.08382633328437805,0.08382633328437805
142,-3.8261940479278564,0.05250660702586174,0.05250660702586174,0.08319033682346344,0.08319033682346344,-3.7708353996276855,0.05273469537496567,0.05273469537496567,0.08380541205406189,0.08380541205406189
143,-3.827249765396118,0.052486568689346313,0.052486568689346313,0.08315510302782059,0.08315510302782059,-3.7718772888183594,0.05273633077740669,0.05273633077740669,0.08387986570596695,0.08387986570596695
144,-3.8289647102355957,0.05245279520750046,0.05245279520750046,0.08310641348361969,0.08310641348361969,-3.7724084854125977,0.05291727930307388,0.05291727930307388,0.08375053107738495,0.08375053107738495
145,-3.830061197280884,0.05242273584008217,0.05242273584008217,0.0830640196800232,0.0830640196800232,-3.773899555206299,0.05264997482299805,0.05264997482299805,0.08375263214111328,0.08375263214111328
146,-3.8310763835906982,0.052393268793821335,0.052393268793821335,0.08303240686655045,0.08303240686655045,-3.7742838859558105,0.05275103822350502,0.05275103822350502,0.08375667035579681,0.08375667035579681
147,-3.8332226276397705,0.0523490235209465,0.0523490235209465,0.0829700157046318,0.0829700157046318,-3.7736310958862305,0.05286256596446037,0.05286256596446037,0.08370833843946457,0.08370833843946457
