epoch,learning_rate_feature,learning_rate_classifier,learning_rate_discriminator,epoch_time,accuracy,precision,recall,f1,auc,sensitivity,specificity,precision_neutrino,precision_muon,true_positives,true_negatives,false_positives,false_negatives,total_neutrinos,total_muons,loss,positive_class_ratio,class_balance,classification_loss,domain_loss,total_loss,domain_accuracy,lambda_factor,domain_utilization,source_muons_avg,target_events_avg,domain_batch_size_avg,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_sensitivity,val_specificity,val_precision_neutrino,val_precision_muon,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_total_neutrinos,val_total_muons,val_loss,val_positive_class_ratio,val_class_balance,val_domain_loss,val_domain_accuracy,val_domain_utilization,val_source_muons_val,val_target_events_val,val_domain_batch_size_val
10,0.0004852497518540794,0.0009704699440926358,0.0019409103285697486,287.94787192344666,0.8437095238095238,0.8522022249232406,0.8315574883184804,0.8417532930898151,0.9266220328657889,0.8315574883184804,0.8558554269636711,0.8522022249232406,0.8356225510019104,174583,179775,30278,35364,209947,210053,0.34137268881704863,0.4998738095238095,0.9994953654553851,0.34137268881704863,0.0469774724101709,0.38835016122721955,0.9871702535434124,0.4621171572600098,0.9830989519219704,255.8501827040195,255.78562728380024,251.38733252131547,0.8742,0.823096906544475,0.9534718443583223,0.883500540206822,0.9656342283292033,0.9534718443583223,0.7948347360112066,0.823096906544475,0.9446375011561381,85863,71493,18454,4190,90053,89947,0.369929468343881,0.5002944444444445,0.9988229153942677,2.439882485026663,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
11,0.00048247923322911887,0.0009649233547011817,0.0019298115976453074,286.52629041671753,0.8473095238095238,0.8560976443639099,0.834877373813391,0.8453543610890063,0.929925537679384,0.834877373813391,0.8597354001133047,0.8560976443639099,0.8389506496885119,175280,180590,29463,34667,209947,210053,0.3341224929737551,0.4998738095238095,0.9994953654553851,0.3341224929737551,0.023963232543977402,0.3580857255177325,0.9934518149941615,0.5005202111902354,0.9823913937229536,255.8501827040195,255.78562728380024,251.19244823386114,0.8817722222222222,0.841883910994452,0.9402796131167201,0.8883654809553535,0.9626318436460308,0.9402796131167201,0.8231958820194114,0.841883910994452,0.9322857646495933,84675,74044,15903,5378,90053,89947,0.35028848936781287,0.5002944444444445,0.9988229153942677,2.560889781876044,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
12,0.0004794797791081534,0.0009589184355291487,0.001917795748371139,294.1248691082001,0.8506238095238096,0.8571075089877882,0.8414552244137806,0.8492092486660577,0.9323655144334406,0.8414552244137806,0.8597877678490666,0.8571075089877882,0.8443757685132803,176661,180601,29452,33286,209947,210053,0.32890490467016936,0.4998738095238095,0.9994953654553851,0.32890490467016936,0.03727605380543284,0.3661809584756022,0.988920330057481,0.5370495669980351,0.9823795959304034,255.8501827040195,255.78562728380024,251.1875761266748,0.8658055555555556,0.8117454490406085,0.9527167334791734,0.8765996577179493,0.9615777249471396,0.9527167334791734,0.7787919552625435,0.8117454490406085,0.9426979598428163,85795,70050,19897,4258,90053,89947,0.39523604715412314,0.5002944444444445,0.9988229153942677,2.5181378891522233,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
13,0.00047625434959027205,0.000952461112706777,0.0019048746389397867,289.79901003837585,0.8533928571428572,0.86087248387442,0.8429413137601395,0.851812543770351,0.9346800611681698,0.8429413137601395,0.8638391263157393,0.86087248387442,0.8462220066596402,176973,181452,28601,32974,209947,210053,0.32344478913259567,0.4998738095238095,0.9994953654553851,0.32344478913259567,0.019433830925416604,0.34287862005801223,0.9947810051066577,0.5716699660851172,0.9832044771940857,255.8501827040195,255.78562728380024,251.41047503045067,0.8664277777777778,0.8126243203819122,0.9526834197639168,0.8770977421317099,0.9624369478994306,0.9526834197639168,0.7800704859528389,0.8126243203819122,0.9427485018676269,85792,70165,19782,4261,90053,89947,0.40126913015476684,0.5002944444444445,0.9988229153942677,2.363962432877584,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
14,0.00047280612778499796,0.00094555775883209,0.0018910610209262738,287.07031869888306,0.8555642857142857,0.8603700163185694,0.8488094614355052,0.8545506422137132,0.9362996782554602,0.8488094614355052,0.8623157012753924,0.8603700163185694,0.8508883189116566,178205,181132,28921,31742,209947,210053,0.3198121535647366,0.4998738095238095,0.9994953654553851,0.3198121535647366,0.01917238141881953,0.3389845349835561,0.9939364841736481,0.6043677771171636,0.9832583253710679,255.8501827040195,255.78562728380024,251.42752740560292,0.8805888888888889,0.8357476566861576,0.9475420030426527,0.88814063866106,0.9664192866878736,0.9475420030426527,0.8135568723804018,0.8357476566861576,0.9393589299238777,85329,73177,16770,4724,90053,89947,0.36541561591862276,0.5002944444444445,0.9988229153942677,2.5741583555936813,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
15,0.0004691385166709441,0.0009382151866819101,0.0018763685267038418,288.1179597377777,0.8581666666666666,0.8647112180404445,0.8491095371689046,0.8568393630469159,0.938138072148069,0.8491095371689046,0.8672192256240092,0.8647112180404445,0.8518572210193555,178268,182162,27891,31679,209947,210053,0.31512587589192476,0.4998738095238095,0.9994953654553851,0.31512587589192476,0.010722729996817774,0.32584860588874254,0.9974669448931528,0.6351489523872873,0.9819911161397616,255.8501827040195,255.78562728380024,251.0791717417783,0.8907444444444444,0.8527498521584861,0.9447547555328529,0.8963976778244882,0.968246111025102,0.9447547555328529,0.8366704837293073,0.8527498521584861,0.9379915494011043,85078,75256,14691,4975,90053,89947,0.32607956958765333,0.5002944444444445,0.9988229153942677,2.714589323509823,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
16,0.0004652551357374841,0.0009304406424884702,0.001860811655990442,287.5219931602478,0.8607952380952381,0.866805174175614,0.852519921694523,0.859603202428236,0.9395905495988629,0.852519921694523,0.8690663784854299,0.866805174175614,0.8549830689466216,178984,182550,27503,30963,209947,210053,0.31181544101775494,0.4998738095238095,0.9994953654553851,0.31181544101775494,0.024288276217375337,0.3361037172351303,0.9933695184763398,0.6640367702678489,0.9829703493350432,255.8501827040195,255.78562728380024,251.35444579780756,0.88685,0.8466758203490339,0.9449546378243923,0.8931197162033806,0.9675980791954326,0.9449546378243923,0.8286768875004169,0.8466758203490339,0.9376430925604449,85096,74537,15410,4957,90053,89947,0.3536392020654272,0.5002944444444445,0.9988229153942677,1.7381348664110357,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
17,0.00046115981741275293,0.000922241798788257,0.0018444057615392645,288.573162317276,0.8627833333333333,0.8689861335865657,0.8542965605605224,0.8615787387863431,0.9410779497276182,0.8542965605605224,0.8712658233874307,0.8689861335865657,0.8567897304332357,179357,183012,27041,30590,209947,210053,0.30817809517650746,0.4998738095238095,0.9994953654553851,0.30817809517650746,0.012428838657141504,0.32060693383364897,0.9963181571315761,0.6910694698329305,0.9821526484181962,255.8501827040195,255.78562728380024,251.13154689403166,0.8825722222222222,0.8331464150359656,0.9569253661732535,0.89075638938419,0.9701534311927145,0.9569253661732535,0.8081314551902787,0.8331464150359656,0.9493391495141573,86174,72689,17258,3879,90053,89947,0.34135636196217756,0.5002944444444445,0.9988229153942677,2.9617941731756385,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
18,0.0004568566032815033,0.0009136267468501441,0.001827167033987425,286.83178305625916,0.8638928571428571,0.8711724406005539,0.8540060110408817,0.8625038183361916,0.9422344003568353,0.8540060110408817,0.8737747140007522,0.8711724406005539,0.8568980811429106,179296,183539,26514,30651,209947,210053,0.3049511882441343,0.4998738095238095,0.9994953654553851,0.3049511882441343,0.011562947592222735,0.316514135836357,0.9965454729117371,0.7162978701990246,0.9824582397124156,255.8501827040195,255.78562728380024,251.20462850182705,0.8883166666666666,0.8447103349037078,0.9517284265932284,0.8950317207529437,0.9697937845247828,0.9517284265932284,0.8248301777713543,0.8447103349037078,0.9446509969696198,85706,74191,15756,4347,90053,89947,0.33593071171675215,0.5002944444444445,0.9988229153942677,2.8511550230058758,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
19,0.00045234974009654953,0.0009046039886902867,0.0018091124858777604,288.04227900505066,0.8653928571428572,0.8711269377407056,0.8575878674141569,0.8643043844553093,0.9430325600902145,0.8575878674141569,0.8731939082041199,0.8711269377407056,0.8598370492602524,180048,183417,26636,29899,209947,210053,0.3032225886048992,0.4998738095238095,0.9994953654553851,0.3032225886048992,0.018483355097573626,0.3217059437024728,0.9957952743325832,0.7397830512740042,0.9830688013791197,255.8501827040195,255.78562728380024,251.36662606577346,0.8929944444444444,0.8575497999919188,0.9427115143304499,0.8981163613666299,0.9685578234788796,0.9427115143304499,0.843218784395255,0.8575497999919188,0.9363117870722434,84894,75845,14102,5159,90053,89947,0.3052631385031749,0.5002944444444445,0.9988229153942677,2.505880418826233,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
20,0.00044764367558773485,0.0008951824286816577,0.0017902599348695028,287.5829224586487,0.867352380952381,0.874620485293046,0.8575735780935189,0.8660131504898967,0.9444805817697496,0.8575735780935189,0.8771262490895155,0.874620485293046,0.8603656401036681,180045,184243,25810,29902,209947,210053,0.29937195405817785,0.4998738095238095,0.9994953654553851,0.29937195405817785,0.030454612792079335,0.3298265668502572,0.9930285663320144,0.7615941559557646,0.9819313190047945,255.8501827040195,255.78562728380024,251.06577344701583,0.8923333333333333,0.8523467179850233,0.9492298979489856,0.8981832701137952,0.9708077629011118,0.9492298979489856,0.8353697177226589,0.8523467179850233,0.9426427971045401,85481,75139,14808,4572,90053,89947,0.3366419988769022,0.5002944444444445,0.9988229153942677,2.299014924602075,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
21,0.0004427430540725596,0.0008853713647665071,0.0017706279861544017,287.19093561172485,0.8691952380952381,0.8746115141643265,0.8618889529262147,0.8682036272910469,0.9457612542209379,0.8618889529262147,0.8764978362603724,0.8746115141643265,0.8639368955501228,180951,184111,25942,28996,209947,210053,0.2962778467825647,0.4998738095238095,0.9994953654553851,0.2962778467825647,0.016398831972955576,0.31267667875552024,0.995133448024615,0.7818063576087741,0.982662151032902,255.8501827040195,255.78562728380024,251.26431181485992,0.9028,0.8738163195911344,0.9417009983010005,0.9064895083964896,0.9721927456653607,0.9417009983010005,0.863853157970805,0.8738163195911344,0.9367096237537823,84803,77701,12246,5250,90053,89947,0.2764683381061662,0.5002944444444445,0.9988229153942677,2.1651066677136854,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
22,0.0004376527118727998,0.0008751804792804149,0.0017502360140956446,286.75593757629395,0.8695357142857143,0.8743545694073137,0.8630225723635012,0.8686516145579891,0.94625685752915,0.8630225723635012,0.8760455694515193,0.8743545694073137,0.8648425089531616,181189,184016,26037,28758,209947,210053,0.2947711078642928,0.4998738095238095,0.9994953654553851,0.2947711078642928,0.009491094648974168,0.3042622025132669,0.9976120328351438,0.8004990217606296,0.9822263934255466,255.8501827040195,255.78562728380024,251.13885505481122,0.8849555555555556,0.8402633980706385,0.9507956425660444,0.8921188630490956,0.9681307816023907,0.9507956425660444,0.8190378778614072,0.8402633980706385,0.9432657712449264,85622,73670,16277,4431,90053,89947,0.3617844581604004,0.5002944444444445,0.9988229153942677,2.757273657078093,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
23,0.00043237767254164234,0.0008646198293969954,0.0017291041431077012,287.29599952697754,0.8705738095238095,0.8757474473285097,0.8636131976165413,0.86963799657062,0.9468032019517051,0.8636131976165413,0.8775309088658577,0.8757474473285097,0.8655440876776138,181313,184328,25725,28634,209947,210053,0.2935373468753336,0.4998738095238095,0.9994953654553851,0.2935373468753336,0.02149616707392586,0.3150335139492595,0.994985872151355,0.8177540779702877,0.9829565523345744,255.8501827040195,255.78562728380024,251.34713763702803,0.8940888888888889,0.8552540710418064,0.9488967607964199,0.8996451996673089,0.9716860092550617,0.9488967607964199,0.8392164274517215,0.8552540710418064,0.942537490479104,85451,75485,14462,4602,90053,89947,0.3197937620465051,0.5002944444444445,0.9988229153942677,2.45884077928283,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
24,0.0004269231419060437,0.0008536998372026807,0.0017072532277959546,288.82066893577576,0.8725357142857143,0.8787875852448853,0.8642085859764608,0.8714371138130357,0.9480626207394082,0.8642085859764608,0.8808586404383656,0.8787875852448853,0.8664908961486588,181438,185027,25026,28509,209947,210053,0.2898694642713967,0.4998738095238095,0.9994953654553851,0.2898694642713967,0.005916383791114822,0.29578584806251157,0.9989763125867994,0.8336546070121553,0.9833114033937507,255.8501827040195,255.78562728380024,251.4323995127893,0.89355,0.8605166802278275,0.939513397665819,0.8982816008663662,0.9688764545770321,0.939513397665819,0.8475324357677299,0.8605166802278275,0.9333129285014692,84606,76233,13714,5447,90053,89947,0.3275440347126939,0.5002944444444445,0.9988229153942677,2.6272175393321295,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
25,0.00042129450292920795,0.0008424312794113804,0.0016847048323757247,287.9007189273834,0.8731642857142857,0.8782215312714245,0.8664043782478436,0.8722729332556484,0.9485376775156993,0.8664043782478436,0.8799207818979019,0.8782215312714245,0.8682437828239649,181899,184830,25223,28048,209947,210053,0.28875158605563944,0.4998738095238095,0.9994953654553851,0.28875158605563944,0.005758745804112563,0.294510331859752,0.9986111556568913,0.8482836399575131,0.9827429933896495,255.8501827040195,255.78562728380024,251.28623629719854,0.8908333333333334,0.8514561846663804,0.9470089835985476,0.8966942148760331,0.9705523764545215,0.9470089835985476,0.8345914816503052,0.8514561846663804,0.9402312095289388,85281,75069,14878,4772,90053,89947,0.32459598275917495,0.5002944444444445,0.9988229153942677,2.7699189971793783,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
26,0.00041549731039825123,0.0008308252767291644,0.0016614812093909905,287.8092749118805,0.8744952380952381,0.880340391769834,0.8667377957293984,0.8734861394455778,0.949435752584241,0.8667377957293984,0.8822487657876822,0.880340391769834,0.8688307852431117,181969,185319,24734,27978,209947,210053,0.28603323221424465,0.4998738095238095,0.9994953654553851,0.28603323221424465,0.021615322561873335,0.30764855477611797,0.9941272471331505,0.8617231593133066,0.9826701062806253,255.8501827040195,255.78562728380024,251.2679658952497,0.8856444444444445,0.8430466257789893,0.9478973493387227,0.8924027474308176,0.969380697159306,0.9478973493387227,0.8233181762593528,0.8430466257789893,0.9404167777820107,85361,74055,15892,4692,90053,89947,0.34342047838832845,0.5002944444444445,0.9988229153942677,2.885311271656643,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
27,0.0004095372854422982,0.0008188932828794708,0.001637605277753816,287.34262561798096,0.8741738095238095,0.8807266523197426,0.8654946248338866,0.873044205226023,0.9495782530241568,0.8654946248338866,0.8828486143973188,0.8807266523197426,0.8678469141348908,181708,185445,24608,28239,209947,210053,0.28600633946609266,0.4998738095238095,0.9994953654553851,0.28600633946609266,0.015272545628107849,0.3012788850942005,0.9957223387205935,0.874053287886007,0.9826613581065036,255.8501827040195,255.78562728380024,251.2777101096224,0.8957333333333334,0.8578456472194612,0.9488190287941546,0.9010418863626777,0.9721929127024558,0.9488190287941546,0.8425850778791956,0.8578456472194612,0.9426719902483923,85444,75788,14159,4609,90053,89947,0.3034855822439898,0.5002944444444445,0.9988229153942677,2.9381378570740875,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
28,0.0004034203098864177,0.0008066470732996621,0.0016131006001261507,287.53988242149353,0.8768642857142858,0.8830975139699971,0.8686573278017785,0.8758179037172749,0.95109176706614,0.8686573278017785,0.885067102112324,0.8830975139699971,0.8708346214740077,182372,185911,24142,27575,209947,210053,0.28157490263176893,0.4998738095238095,0.9994953654553851,0.28157490263176893,0.007542684811097088,0.28911758744286603,0.9987612467590407,0.8853516482022625,0.9830136170169933,255.8501827040195,255.78562728380024,251.35688185140074,0.8945388888888889,0.85883790443107,0.9444327229520394,0.8996038734722156,0.9712545942906365,0.9444327229520394,0.8445862563509622,0.85883790443107,0.9382008595563899,85049,75968,13979,5004,90053,89947,0.3050175826911899,0.5002944444444445,0.9988229153942677,3.14664280008186,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
29,0.00039715242044697217,0.0007940987335200907,0.0015879913596663277,286.7336881160736,0.8778071428571429,0.8845292349461844,0.8689955083902128,0.8766935683445978,0.9514358114984852,0.8689955083902128,0.8866143306689264,0.8845292349461844,0.871320295686348,182443,186236,23817,27504,209947,210053,0.28079013818654885,0.4998738095238095,0.9994953654553851,0.28079013818654885,0.006874443043403931,0.2876645812299528,0.9982471094352174,0.8956928738431646,0.9829944757468544,255.8501827040195,255.78562728380024,251.35444579780756,0.89085,0.8517626603781127,0.9465648007284599,0.896664895939073,0.9705519990469834,0.9465648007284599,0.8350695409518939,0.8517626603781127,0.9397928031630048,85241,75112,14835,4812,90053,89947,0.3286815150640905,0.5002944444444445,0.9988229153942677,2.9452711513096634,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
30,0.0003907398027741067,0.0007812606472371396,0.0015623023361632054,288.9234571456909,0.8779690476190476,0.8842730257741445,0.869695685101478,0.876923778855182,0.9521267546377337,0.869695685101478,0.8862382351120908,0.8842730257741445,0.8718725704169281,182590,186157,23896,27357,209947,210053,0.2787865487797397,0.4998738095238095,0.9994953654553851,0.2787865487797397,0.00787304226902056,0.28665959104876026,0.9975679696840433,0.9051482536448667,0.9829256153166774,255.8501827040195,255.78562728380024,251.34226552984165,0.8944388888888889,0.8573037776079173,0.9465536961567077,0.8997208163351471,0.9716526200459519,0.9465536961567077,0.8422626657920775,0.8573037776079173,0.9402646080524252,85240,75759,14188,4813,90053,89947,0.3158012278039347,0.5002944444444445,0.9988229153942677,2.8685907017100942,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
31,0.0003841887853472597,0.0007681454840920091,0.0015360588815815077,287.7633521556854,0.8788547619047619,0.8854202002384253,0.8702672579270007,0.8777783382696654,0.9524564741712072,0.8702672579270007,0.887437932331364,0.8854202002384253,0.8725134100334198,182710,186409,23644,27237,209947,210053,0.2778435373059434,0.4998738095238095,0.9994953654553851,0.2778435373059434,0.0095597890728345,0.2874033263787779,0.9985758075615375,0.9137854901178277,0.9824221588550752,255.8501827040195,255.78562728380024,251.20341047503044,0.9081444444444444,0.8865962033969607,0.9361376078531531,0.9106936447406799,0.9735225579783784,0.9361376078531531,0.8801182918829977,0.8865962033969607,0.9322734499205088,84302,79164,10783,5751,90053,89947,0.2535394312898544,0.5002944444444445,0.9988229153942677,3.0211499936201354,0.49999999593604694,0.9841973284180756,255.53125,255.6818181818182,251.46875
