epoch,learning_rate_feature,learning_rate_classifier,learning_rate_discriminator,epoch_time,accuracy,precision,recall,f1,auc,sensitivity,specificity,precision_neutrino,precision_muon,true_positives,true_negatives,false_positives,false_negatives,total_neutrinos,total_muons,loss,positive_class_ratio,class_balance,classification_loss,domain_loss,total_loss,domain_accuracy,lambda_factor,domain_utilization,source_muons_avg,target_events_avg,domain_batch_size_avg,val_accuracy,val_precision,val_recall,val_f1,val_auc,val_sensitivity,val_specificity,val_precision_neutrino,val_precision_muon,val_true_positives,val_true_negatives,val_false_positives,val_false_negatives,val_total_neutrinos,val_total_muons,val_loss,val_positive_class_ratio,val_class_balance
0,0.0009997535269026829,0.001999506807085549,0.00399901336745128,306.6087648868561,0.6774291666666666,0.7154297349866278,0.588767632640811,0.6459480471965608,0.7534066356223293,0.588767632640811,0.7660138939792757,0.7154297349866278,0.6508797633203103,141243,183923,56181,98653,239896,240104,0.5703965769266524,0.49978333333333336,0.9991337087262188,0.5703965769266524,0.6584870258628178,1.22888360278947,0.6167958236770081,0.0,0.9823998301227949,255.97441364605544,256.0,251.36034115138594,0.672925,0.6112634577833737,0.953131239185412,0.7448430988863824,0.8619017332858743,0.953131239185412,0.3917456925337251,0.6112634577833737,0.892812297857768,57287,23464,36432,2817,60104,59896,0.624423278899903,0.5008666666666667,0.9965393318248369
1,0.0009990143508499217,0.0019980277150640578,0.003996054443492329,303.93978905677795,0.7752666666666667,0.801725004799298,0.731162670490546,0.7648197646279089,0.8647374874305671,0.731162670490546,0.8193324559357612,0.801725004799298,0.7531066006171091,175403,196725,43379,64493,239896,240104,0.4488332946417428,0.49978333333333336,0.9991337087262188,0.4488332946417428,0.6997631655445994,1.148596460186342,0.5667270649470755,0.049958374957880025,0.9826325498457366,255.97441364605544,256.0,251.4221748400853,0.8584666666666667,0.8665170678634571,0.84806335684813,0.8571909054217678,0.9379626776400893,0.84806335684813,0.86890610391345,0.8665170678634571,0.8507257748136524,50972,52044,7852,9132,60104,59896,0.33275979896809194,0.5008666666666667,0.9965393318248369
2,0.0009977832013192385,0.0019955641836207788,0.003991126148223859,304.626282453537,0.8229541666666667,0.8388083073800608,0.7993672257978457,0.8186129704255174,0.9093669534672393,0.7993672257978457,0.8465206743744378,0.8388083073800608,0.8085359450084333,191765,203253,36851,48131,239896,240104,0.3764818334566759,0.49978333333333336,0.9991337087262188,0.3764818334566759,0.7030010861374422,1.079482919594118,0.5212839351597626,0.0996679946249559,0.9828741751201551,255.97441364605544,256.0,251.48933901918977,0.854425,0.8014309752407347,0.9429988020764009,0.8664704758264857,0.9500982038228258,0.9429988020764009,0.7655436089221317,0.8014309752407347,0.9304774853385823,56678,45853,14043,3426,60104,59896,0.37007780354073705,0.5008666666666667,0.9965393318248369
3,0.0009960612933065818,0.0019921186439638213,0.003984233345278299,304.8977618217468,0.84914375,0.8579672478723086,0.8366625537733018,0.8471809807211371,0.9307840067423578,0.8366625537733018,0.8616141338753207,0.8579672478723086,0.8407549347519517,200712,206877,33227,39184,239896,240104,0.3328358754992231,0.49978333333333336,0.9991337087262188,0.3328358754992231,0.7028990341529154,1.0357349096521387,0.5221049307442424,0.14888503362331806,0.983180394801833,255.97441364605544,256.0,251.56503198294243,0.8776166666666667,0.8312571111824255,0.9481232530280846,0.8858524149295031,0.963447250734851,0.9481232530280846,0.8068652330706558,0.8312571111824255,0.9393927613419897,56986,48328,11568,3118,60104,59896,0.30547453729396173,0.5008666666666667,0.9965393318248369
4,0.0009938503261272714,0.001987694496424841,0.003975382837019978,305.588760137558,0.86133125,0.8672585121935716,0.8531196851969187,0.8601309991363387,0.9401468367122949,0.8531196851969187,0.8695357011961483,0.8672585121935716,0.8555990410425589,204660,208779,31325,35236,239896,240104,0.31064316131539943,0.49978333333333336,0.9991337087262188,0.31064316131539943,0.7033628652344889,1.0140060265498883,0.5164096602308217,0.197375320224904,0.9833214735322715,255.97441364605544,256.0,251.6087420042644,0.8572,0.7909455323528615,0.9717323306269133,0.8720678482373494,0.9680581473658117,0.9717323306269133,0.7422699345532255,0.7909455323528615,0.9631916460851857,58405,44459,15437,1699,60104,59896,0.4069068703245609,0.5008666666666667,0.9965393318248369
5,0.00099115248173898,0.001982296107103325,0.003964583357832013,303.9198670387268,0.86815625,0.8723158458379536,0.862436222363024,0.8673479012733847,0.9448875304410335,0.862436222363024,0.8738713224269483,0.8723158458379536,0.8640933032974908,206895,209820,30284,33001,239896,240104,0.29877038044271187,0.49978333333333336,0.9991337087262188,0.29877038044271187,0.7042031777438833,1.002973558186595,0.5153392451817292,0.2449186624037092,0.9822939710241044,255.97441364605544,256.0,251.33368869936035,0.8707416666666666,0.8154525261385662,0.9589544789032344,0.8814007722598157,0.9660799855892009,0.9589544789032344,0.7822225190329906,0.8154525261385662,0.949978710030617,57637,46852,13044,2467,60104,59896,0.31908799809344274,0.5008666666666667,0.9965393318248369
6,0.0009879704225884043,0.0019759288035577785,0.003951845565496525,305.34929037094116,0.8734041666666666,0.8773382204246714,0.8680636609197319,0.8726762995122115,0.9484307557591503,0.8680636609197319,0.8787400459800753,0.8773382204246714,0.8695557204088361,208245,210989,29115,31651,239896,240104,0.28929704237085924,0.49978333333333336,0.9991337087262188,0.28929704237085924,0.7042699415546491,0.9935669839255082,0.5169993583708684,0.2913126124515908,0.9825764632744689,255.97441364605544,256.0,251.41684434968016,0.8834,0.8332755131540908,0.9591042193531213,0.8917731505832122,0.9699842234303779,0.9591042193531213,0.8074328836650194,0.8332755131540908,0.9516332152695789,57646,48362,11534,2458,60104,59896,0.3020233650790884,0.5008666666666667,0.9965393318248369
7,0.0009843072889837512,0.001968598869548067,0.003937182030676697,306.54066014289856,0.87581875,0.8791774103315849,0.8712650481875479,0.8752033465024401,0.9503282365408022,0.8712650481875479,0.8803685069803086,0.8791774103315849,0.8725228367517945,209013,211380,28724,30883,239896,240104,0.28418924201970924,0.49978333333333336,0.9991337087262188,0.28418924201970924,0.7049132534689995,0.9891024954887088,0.5117891981467001,0.3363755443363323,0.9819784457536486,255.97441364605544,256.0,251.2494669509595,0.88965,0.8456715449073527,0.9537302009849594,0.89645627423996,0.9703701112564233,0.9537302009849594,0.8253472685989047,0.8456715449073527,0.9467404626934273,57323,49435,10461,2781,60104,59896,0.276246558478538,0.5008666666666667,0.9965393318248369
8,0.000980166695995633,0.001960313538834105,0.003920607224511047,306.1529641151428,0.87928125,0.8823158611357419,0.8751917497582286,0.8787393665442446,0.9524311453124178,0.8751917497582286,0.8833672075433978,0.8823158611357419,0.876297817311943,209955,212100,28004,29941,239896,240104,0.27830376185333805,0.49978333333333336,0.9991337087262188,0.27830376185333805,0.7044051356915472,0.9827088975448852,0.5124503627959599,0.379948962255225,0.9827426138210726,255.97441364605544,256.0,251.45095948827293,0.902725,0.8685488166806179,0.9494875549048316,0.9072164948453608,0.9728524442700103,0.9494875549048316,0.8558000534259383,0.8685488166806179,0.9440832489179483,57068,51259,8637,3036,60104,59896,0.2680336907823035,0.5008666666666667,0.9965393318248369
9,0.0009755527298894294,0.0019510809880370062,0.0039021375043321593,305.7278616428375,0.8811375,0.8842671598503636,0.8769466768933204,0.8805917045830316,0.9538705904525053,0.8769466768933204,0.8853246926331922,0.8842671598503636,0.8780618778140361,210376,212570,27534,29520,239896,240104,0.2741202882358006,0.49978333333333336,0.9991337087262188,0.2741202882358006,0.7042574949864385,0.9783777832222391,0.510711061516042,0.4218990052500078,0.9830543026785649,255.97441364605544,256.0,251.5330490405117,0.88695,0.8402497514183775,0.9560594968720884,0.8944214425800828,0.971240792205669,0.9560594968720884,0.8176005075464138,0.8402497514183775,0.9488297295202666,57463,48971,10925,2641,60104,59896,0.2902896396657254,0.5008666666666667,0.9965393318248369
